last_close,predict,residual,LOOKBACK
1.15878,1.160778584953539,1.15965,0.001128584953538958,0.0022928140279896655,0.002216819029014844,120,256,64,64,6,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.159152454732681,1.15965,-0.0004975452673190439,0.0013731748741776801,0.0013065792096313088,120,512,64,64,1,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.157336285244831,1.15965,-0.0023137147551690607,0.0014726123369585436,0.0017296620411798359,120,512,64,64,2,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1567636083352808,1.15965,-0.0028863916647192678,0.0012882838558513098,0.0020824237610213457,120,512,64,64,3,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1576362304188048,1.15965,-0.002013769581195257,0.0014071081524702888,0.001173806021688506,120,512,64,64,4,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1584183197939466,1.15965,-0.0012316802060534648,0.001867122530268553,0.0015933390182908624,120,512,64,64,5,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1613255859262628,1.15965,0.0016755859262627126,0.4691429158242849,0.04094403795897961,120,512,64,64,6,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1583338793931128,1.15965,-0.0013161206068872389,0.0004923062684744538,0.0006445455442718772,120,8,64,128,1,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1571453092219153,1.15965,-0.002504690778084795,0.0004995071335251151,0.0007376495137058582,120,8,64,128,2,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1566819951724345,1.15965,-0.00296800482756554,0.0005351963580957883,0.0012388761046978963,120,8,64,128,3,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1576256240337972,1.15965,-0.0020243759662028626,0.0005990416361396437,0.000586858476146259,120,8,64,128,4,1,5
last_close,predict,target_value,residual,train_loss,test_loss,LOOKBACK,BATCH_SIZE,HIDDEN_SIZE,CONV1_SIZE,NUM_LAYERS,OUTPUT_SIZE,EPOCHS
1.15878,1.1576001653157355,1.15965,-0.002049834684264562,0.00069607630827581,0.0007270071883884735,120,8,64,128,5,1,5
